url,week_activity,week_volume,avg_day_volume
https://www.google.com/search?q=superior%2Bgrocers+3600%2Beast%2Bcesar%2Be%2Bchavez%2Bavenue%2C%2Blos%2Bangeles%2C%2Bca%2B90063%2C%2Busa,"[[0, 0, 37, 55, 68, 74, 81, 92, 100, 98, 90, 82, 74, 60, 39, 20, 0, 0], [0, 0, 31, 46, 59, 67, 70, 69, 73, 83, 93, 92, 79, 67, 53, 30, 0, 0], [0, 0, 37, 53, 65, 70, 70, 70, 73, 80, 86, 84, 74, 56, 37, 21, 0, 0], [0, 0, 35, 49, 58, 64, 68, 72, 75, 77, 78, 77, 70, 57, 38, 21, 0, 0], [0, 0, 30, 42, 51, 57, 59, 61, 65, 72, 78, 78, 70, 55, 38, 23, 0, 0], [0, 0, 34, 47, 57, 60, 59, 59, 61, 66, 68, 64, 59, 58, 50, 29, 0, 0], [0, 0, 32, 46, 58, 68, 72, 74, 75, 78, 79, 71, 56, 49, 48, 28, 0, 0]]",5981,61.03061224489796
https://www.google.com/search?q=code%2B7+3520%2Blong%2Bbeach%2Bblvd%2B%23%2B102%2C%2Blong%2Bbeach%2C%2Bca%2B90807%2C%2Busa,"[[0, 0, 0, 0, 57, 66, 60, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 27, 39, 42, 36, 30, 36, 45, 45, 30, 0, 0, 0, 0, 0, 0, 0], [0, 0, 30, 42, 54, 60, 54, 42, 30, 30, 39, 0, 0, 0, 0, 0, 0, 0], [0, 0, 18, 21, 24, 36, 51, 51, 45, 45, 42, 0, 0, 0, 0, 0, 0, 0], [0, 0, 18, 33, 42, 48, 51, 57, 63, 54, 33, 0, 0, 0, 0, 0, 0, 0], [0, 0, 36, 69, 72, 63, 72, 84, 78, 66, 51, 0, 0, 0, 0, 0, 0, 0], [0, 0, 24, 54, 81, 90, 93, 100, 96, 69, 36, 0, 0, 0, 0, 0, 0, 0]]",2908,50.742063492063494
https://www.google.com/search?q=nest%2Btea%2Bhouse+556%2Blas%2Btunas%2Bdr%2B%23108%2C%2Barcadia%2C%2Bca%2B91007%2C%2Busa,"[[0, 0, 0, 0, 0, 20, 43, 62, 69, 68, 65, 62, 56, 54, 61, 68, 0, 0], [0, 0, 0, 0, 0, 11, 18, 23, 25, 25, 30, 40, 47, 47, 43, 45, 0, 0], [0, 0, 0, 0, 0, 4, 9, 19, 27, 27, 23, 23, 36, 48, 45, 41, 0, 0], [0, 0, 0, 0, 0, 12, 18, 20, 22, 22, 23, 27, 31, 31, 31, 54, 0, 0], [0, 0, 0, 0, 0, 2, 9, 20, 27, 26, 23, 25, 27, 29, 31, 59, 0, 0], [0, 0, 0, 0, 0, 4, 11, 20, 27, 29, 29, 29, 30, 38, 56, 70, 0, 0], [0, 0, 0, 0, 0, 12, 23, 37, 51, 58, 55, 45, 34, 29, 44, 79, 0, 0]]",2663,34.58441558441559
https://www.google.com/search?q=jack%2Bin%2Bthe%2Bbox+1817%2Bfirst%2Bst%2C%2Blivermore%2C%2Bca%2B94550%2C%2Busa,"[[2, 2, 2, 2, 2, 2, 15, 25, 32, 32, 27, 22, 22, 25, 32, 40, 45, 42, 30, 15, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 7, 20, 32, 37, 35, 30, 20, 10, 2, 2, 5, 10, 12, 7, 2, 2, 2, 2], [2, 2, 2, 2, 2, 5, 15, 22, 30, 30, 30, 27, 25, 25, 27, 32, 37, 37, 37, 35, 27, 17, 7, 2], [2, 2, 2, 2, 2, 2, 25, 47, 57, 50, 30, 17, 17, 25, 35, 42, 45, 37, 27, 12, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 10, 17, 25, 32, 40, 45, 45, 45, 42, 37, 30, 22, 15, 5, 2, 2, 2], [2, 2, 2, 2, 2, 2, 20, 37, 50, 55, 52, 45, 32, 20, 17, 25, 42, 67, 90, 100, 90, 65, 32, 2], [2, 2, 2, 2, 2, 17, 35, 50, 65, 72, 75, 70, 62, 52, 45, 45, 50, 57, 65, 65, 52, 32, 10, 2]]",3850,22.916666666666664
https://www.google.com/search?q=whole%2Bfoods%2Bmarket+6400%2Bca-1%2Bsuite%2Ba-100%2C%2Blong%2Bbeach%2C%2Bca%2B90803%2C%2Busa,"[[0, 0, 33, 55, 77, 93, 100, 95, 87, 82, 78, 71, 62, 47, 32, 0, 0, 0], [0, 0, 21, 29, 36, 43, 48, 55, 58, 52, 43, 41, 44, 40, 28, 0, 0, 0], [0, 0, 5, 6, 9, 9, 9, 8, 8, 8, 9, 12, 14, 14, 10, 0, 0, 0], [0, 0, 5, 6, 9, 10, 12, 13, 16, 20, 27, 32, 35, 35, 29, 0, 0, 0], [0, 0, 14, 20, 24, 28, 32, 33, 33, 33, 35, 43, 55, 54, 35, 0, 0, 0], [0, 0, 13, 21, 31, 43, 55, 64, 67, 62, 52, 48, 56, 60, 41, 0, 0, 0], [0, 0, 21, 36, 52, 67, 74, 74, 71, 78, 90, 98, 97, 85, 52, 0, 0, 0]]",3767,41.395604395604394
https://www.google.com/search?q=north%2Bhollywood%2Bdiner+11329%2Bw%2Bmagnolia%2Bblvd%2C%2Bnorth%2Bhollywood%2C%2Bca%2B91601%2C%2Busa,"[[1, 1, 1, 1, 8, 33, 70, 100, 100, 72, 41, 23, 17, 17, 18, 18, 18, 16, 13, 11, 7, 3, 1, 1], [1, 1, 5, 14, 25, 34, 37, 33, 25, 16, 9, 5, 5, 7, 10, 12, 13, 13, 11, 9, 5, 1, 1, 1], [0, 1, 7, 16, 27, 34, 33, 25, 15, 7, 2, 2, 5, 8, 11, 14, 16, 17, 16, 14, 12, 9, 5, 1], [0, 3, 7, 12, 19, 26, 33, 37, 38, 35, 27, 21, 16, 16, 18, 21, 23, 22, 19, 14, 9, 3, 0, 1], [1, 1, 7, 14, 22, 28, 31, 29, 24, 18, 12, 8, 7, 10, 13, 18, 20, 20, 18, 14, 9, 3, 1, 1], [5, 2, 1, 11, 33, 49, 46, 41, 39, 31, 19, 10, 7, 9, 12, 16, 20, 22, 23, 23, 21, 18, 14, 10], [3, 1, 1, 6, 25, 51, 74, 85, 77, 58, 37, 23, 18, 20, 24, 28, 29, 29, 28, 29, 33, 33, 28, 16]]",3168,19.16127893845285
https://www.google.com/search?q=union%2Bstreet%2Bsandwich%2Bcompany+109%2Bunion%2Bst%2C%2Bpasadena%2C%2Bca%2B91103%2C%2Busa,"[[], [0, 13, 30, 39, 26, 43, 78, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 39, 34, 13, 13, 43, 73, 56, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 100, 73, 13, 17, 21, 17, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 17, 65, 34, 21, 39, 43, 30, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 30, 21, 13, 21, 43, 52, 43, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0], []]",1306,23.982142857142858
https://www.google.com/search?q=imperial%2Bburgers+6201%2Blincoln%2Bave%2C%2Bbuena%2Bpark%2C%2Bca%2B90620%2C%2Busa,"[[0, 6, 27, 64, 96, 100, 80, 63, 58, 59, 56, 47, 33, 20, 9, 2, 0, 0], [0, 2, 32, 24, 23, 45, 52, 37, 22, 19, 25, 30, 31, 26, 20, 11, 0, 0], [0, 2, 11, 20, 25, 34, 38, 27, 13, 7, 11, 15, 14, 8, 2, 0, 0, 0], [0, 1, 5, 12, 18, 23, 24, 22, 19, 16, 15, 16, 20, 23, 15, 3, 0, 0], [0, 4, 12, 23, 32, 39, 38, 30, 22, 18, 22, 30, 37, 34, 23, 9, 0, 0], [0, 3, 18, 24, 17, 17, 26, 33, 30, 25, 27, 37, 43, 38, 25, 10, 0, 0], [0, 12, 24, 28, 38, 52, 66, 72, 73, 71, 69, 63, 52, 38, 23, 11, 0, 0]]",3016,28.878231292517007
https://www.google.com/search?q=the%2Bhabit%2Bburger%2Bgrill+2150%2Bportola%2Bave%2Bsuite%2Ba%2C%2Blivermore%2C%2Bca%2B94551%2C%2Busa,"[[0, 0, 0, 0, 0, 12, 24, 36, 44, 44, 36, 28, 44, 60, 32, 0, 0, 0], [0, 0, 0, 0, 0, 32, 52, 40, 20, 16, 24, 36, 44, 48, 40, 0, 0, 0], [0, 0, 0, 0, 0, 40, 48, 44, 36, 28, 28, 36, 40, 32, 20, 0, 0, 0], [0, 0, 0, 0, 0, 44, 56, 52, 40, 24, 24, 40, 52, 52, 36, 0, 0, 0], [0, 0, 0, 0, 0, 56, 68, 60, 36, 20, 24, 40, 52, 48, 36, 0, 0, 0], [0, 0, 0, 0, 0, 44, 64, 48, 20, 20, 44, 84, 100, 76, 40, 12, 0, 0], [0, 0, 0, 0, 0, 36, 48, 48, 48, 48, 56, 64, 72, 64, 52, 32, 0, 0]]",3044,42.031168831168834
https://www.google.com/search?q=pizza%2Bhut+10540%2Bsierra%2Bave%2Bsuite%2Ba%2C%2Bfontana%2C%2Bca%2B92337%2C%2Busa,"[[], [0, 0, 0, 0, 3, 8, 21, 42, 64, 78, 81, 83, 85, 82, 65, 39, 18, 7], [0, 0, 0, 0, 6, 13, 18, 20, 20, 23, 32, 44, 51, 47, 34, 20, 9, 3], [0, 0, 0, 0, 4, 8, 14, 18, 20, 21, 28, 48, 65, 52, 33, 34, 23, 5], [0, 0, 0, 0, 3, 14, 27, 25, 19, 25, 36, 46, 46, 38, 23, 11, 5, 2], [0, 0, 0, 0, 6, 16, 27, 30, 26, 23, 34, 55, 65, 53, 30, 15, 9, 5], []]",2103,21.45918367346939
