,Building ID_x,Brand_x,Shopping Center Address,City_x,State / Prov_x,Postal Code_x,Latitude_x,Longitude_x,name,address,Volume IDX,Retail IDX,Category IDX,Brand IDX,Rating,# Reviews,# Locations,Building ID_y,Brand_y,City_y,State / Prov_y,Postal Code_y,Latitude_y,Longitude_y
0,106640,Ross Dress for Less,N. Dale Mabry Hwy. & Ehrlich Rd.,Tampa,FL,33624,28.087116,-82.50540500000002,Ross Dress for Less,"14940 N Dale Mabry Hwy, Tampa, FL 33618",0.8,0.76,1.22,0.92,4.3,691,,106640,Ross Dress for Less,Tampa,FL,33624,28.087115999999998,-82.50540500000001
1,111550,Ross Dress for Less,Stanford Ranch Rd. & Hwy. 65,Roseville,CA,95677,38.781739,-121.267865,Ross Dress for Less,"6744 Stanford Ranch Rd, Roseville, CA 95678",0.0,0.0,0.0,0.0,4.0,536,,111550,Ross Dress for Less,Roseville,CA,95677,38.781739,-121.26786499999999
2,100240,Ross Dress for Less,I-4 & Turkey Lake Rd.,Orlando,FL,32819,28.453501,-81.47648000000002,Ross Dress for Less,"7603 Turkey Lake Rd, Orlando, FL 32819",0.86,0.92,1.17,0.99,4.6,298,,100240,Ross Dress for Less,Orlando,FL,32819,28.453501,-81.47648000000001
3,100380,Ross Dress for Less,Hawthorne Blvd. & Halison St.,Torrance,CA,90503,33.851859999999995,-118.352751,Ross Dress for Less,"19800 Hawthorne Blvd, Torrance, CA 90503, United States",0.54,0.54,1.0,0.62,4.1,544,,100380,Ross Dress for Less,Torrance,CA,90503,33.851859999999995,-118.352751
4,105650,Ross Dress for Less,Rte. 75 & Lemmon Ave.,Dallas,TX,75204,32.8036,-96.7889,Ross Dress for Less,"2405 N Haskell Ave., Dallas, TX 75204",1.57,1.61,2.68,0.0,4.1,303,,105650,Ross Dress for Less,Dallas,TX,75204,32.8036,-96.7889
5,114050,Ross Dress for Less,Philadelphia St. & Central Ave.,Chino,CA,91710,34.032269,-117.684068,Ross Dress for Less,"5501 Philadelphia St, Chino, CA 91710",0.7,0.65,0.99,0.81,4.3,553,,114050,Ross Dress for Less,Chino,CA,91710,34.032269,-117.684068
6,100110,Ross Dress for Less,Brandon Town Center Dr. & Ring Rd.,Brandon,FL,33511,27.936765,-82.32333299999998,Ross Dress for Less,"135 Brandon Town Center Dr, Brandon, FL 33511",1.31,1.29,1.62,1.5,4.0,1222,,100110,Ross Dress for Less,Brandon,FL,33511,27.936765,-82.32333299999999
7,100430,Ross Dress for Less,Town Center Blvd. & Prospect Ave.,Champaign,IL,61821,40.141759,-88.259493,Ross Dress for Less,"2555 Town Center Blvd N, Sugar Land, TX 77479",0.96,0.99,1.13,1.1,4.0,558,,100430,Ross Dress for Less,Champaign,IL,61821,40.141759,-88.259493
8,114550,Ross Dress for Less,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578,37.701109,-122.128801,Ross Dress for Less,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681,,114550,Ross Dress for Less,San Leandro,CA,94578,37.701109,-122.128801
9,114550,Ross Dress for Less,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578,37.701109,-122.128801,Ross Dress for Less,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681,,114550,Michaels,San Leandro,CA,94578,37.701109,-122.128801
10,114550,Ross Dress for Less,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578,37.701109,-122.128801,Ross Dress for Less,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681,,114550,Dollar Tree,San Leandro,CA,94578,37.701109,-122.128801
11,114550,Michaels,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578,37.701109,-122.128801,Michaels,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681,,114550,Ross Dress for Less,San Leandro,CA,94578,37.701109,-122.128801
12,114550,Michaels,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578,37.701109,-122.128801,Michaels,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681,,114550,Michaels,San Leandro,CA,94578,37.701109,-122.128801
13,114550,Michaels,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578,37.701109,-122.128801,Michaels,"15100 Hesperian Blvd, San Leandro, CA 94578",0.89,0.8,1.0,0.83,4.1,681,,114550,Dollar Tree,San Leandro,CA,94578,37.701109,-122.128801
14,114550,Dollar Tree,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578,37.701109,-122.128801,Dollar Tree,"20800 Hesperian Blvd, Hayward, CA 94541",1.65,1.46,0.95,1.12,3.9,167,,114550,Ross Dress for Less,San Leandro,CA,94578,37.701109,-122.128801
15,114550,Dollar Tree,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578,37.701109,-122.128801,Dollar Tree,"20800 Hesperian Blvd, Hayward, CA 94541",1.65,1.46,0.95,1.12,3.9,167,,114550,Michaels,San Leandro,CA,94578,37.701109,-122.128801
16,114550,Dollar Tree,Hesperian Blvd. & Fairmont Dr.,San Leandro,CA,94578,37.701109,-122.128801,Dollar Tree,"20800 Hesperian Blvd, Hayward, CA 94541",1.65,1.46,0.95,1.12,3.9,167,,114550,Dollar Tree,San Leandro,CA,94578,37.701109,-122.128801
17,114090,Ross Dress for Less,Vista Way & El Camino Real,Oceanside,CA,92054,33.182274,-117.333601,Ross Dress for Less,"2505 Vista Way, Oceanside, CA 92054",0.92,0.91,1.51,1.05,4.1,595,,114090,Ross Dress for Less,Oceanside,CA,92054,33.182274,-117.333601
18,114090,Ross Dress for Less,Vista Way & El Camino Real,Oceanside,CA,92054,33.182274,-117.333601,Ross Dress for Less,"2505 Vista Way, Oceanside, CA 92054",0.92,0.91,1.51,1.05,4.1,595,,114090,Michaels,Oceanside,CA,92054,33.182274,-117.333601
19,111670,Ross Dress for Less,Jamacha Rd. & Fury Lane,El Cajon,CA,92019,32.745342,-116.930501,Ross Dress for Less,"2520 Jamacha Road, El Cajon, CA 92019",1.03,0.91,1.04,1.19,4.2,714,,111670,Ross Dress for Less,El Cajon,CA,92019,32.745342,-116.930501
20,111950,Ross Dress for Less,Poway Rd. & Midland Rd.,Poway,CA,92064,32.957317,-117.035491,Ross Dress for Less,"13630 Poway Rd, Poway, CA 92064",1.04,1.05,1.14,1.19,4.2,219,,111950,Ross Dress for Less,Poway,CA,92064,32.957316999999996,-117.035491
21,115180,Ross Dress for Less,NW Eastman Pkwy. & NW Division St.,Gresham,OR,97030,45.501705,-122.434671,Ross Dress for Less,"300 NW Eastman Pkwy, Gresham, OR 97030",0.8,0.83,0.85,0.92,3.9,762,,115180,Ross Dress for Less,Gresham,OR,97030,45.501705,-122.434671
22,115690,Ross Dress for Less,Edwards Ferry Rd. NE & Leesburg Bypass,Leesburg,VA,20176,39.112379,-77.534959,Ross Dress for Less,"1023 Edwards Ferry Rd NE, Leesburg, VA 20176",0.54,0.5,1.02,0.62,4.0,178,,115690,Ross Dress for Less,Leesburg,VA,20176,39.112379,-77.534959
23,115690,Ross Dress for Less,Edwards Ferry Rd. NE & Leesburg Bypass,Leesburg,VA,20176,39.112379,-77.534959,Ross Dress for Less,"1023 Edwards Ferry Rd NE, Leesburg, VA 20176",0.54,0.5,1.02,0.62,4.0,178,,115690,Michaels,Leesburg,VA,20176,39.112379,-77.534959
